"Year","Grado urbanización","Municipio","GeoCode","Value"
2019,"Ciudades","","",55.63
2019,"Zona de densidad intermedia","","",67.25
2019,"Zona rural","","",50.43
2019,"","","",59.67
2019,"Zona rural","Abla","04001",40.48
2019,"Zona rural","Abrucena","04002",35.45
2019,"Zona de densidad intermedia","Adra","04003",62.86
2019,"Zona rural","Albanchez","04004",34.26
2019,"Zona rural","Alboloduy","04005",59.2
2019,"Zona de densidad intermedia","Albox","04006",63.36
2019,"Zona rural","Alcolea","04007",51.99
2019,"Zona rural","Alcóntar","04008",33.02
2019,"Zona rural","Alcudia de Monteagud","04009",18.58
2019,"Zona rural","Alhabia","04010",64.67
2019,"Zona rural","Alhama de Almería","04011",57.7
2019,"Zona rural","Alicún","04012",61.84
2019,"Ciudades","Almería","04013",53.37
2019,"Zona rural","Almócita","04014",66.93
2019,"Zona rural","Alsodux","04015",68.24
2019,"Zona rural","Antas","04016",64.51
2019,"Zona rural","Arboleas","04017",81.5
2019,"Zona rural","Armuña de Almanzora","04018",57.95
2019,"Zona rural","Bacares","04019",30.77
2019,"Zona rural","Bayárcal","04020",58.85
2019,"Zona rural","Bayarque","04021",36.67
2019,"Zona rural","Bédar","04022",65.19
2019,"Zona rural","Beires","04023",57.24
2019,"Zona de densidad intermedia","Benahadux","04024",70.24
2019,"Zona rural","Benitagla","04026",16.07
2019,"Zona rural","Benizalón","04027",25.51
2019,"Zona rural","Bentarique","04028",43.35
2019,"Zona de densidad intermedia","Berja","04029",56.71
2019,"Zona rural","Canjáyar","04030",36.96
2019,"Zona rural","Cantoria","04031",51.8
2019,"Zona de densidad intermedia","Carboneras","04032",82.9
2019,"Zona rural","Castro de Filabres","04033",28.57
2019,"Zona rural","Cóbdar","04034",26.15
2019,"Zona de densidad intermedia","Cuevas del Almanzora","04035",73.3
2019,"Zona rural","Chercos","04036",41.22
2019,"Zona rural","Chirivel","04037",47.75
2019,"Zona rural","Dalías","04038",56.6
2019,"Zona rural","Enix","04041",71.37
2019,"Zona rural","Felix","04043",57.48
2019,"Zona rural","Fines","04044",71.5
2019,"Zona rural","Fiñana","04045",33.53
2019,"Zona rural","Fondón","04046",86.99
2019,"Zona rural","Gádor","04047",98.77
2019,"Zona rural","Gallardos, Los","04048",74.8
2019,"Zona de densidad intermedia","Garrucha","04049",95.32
2019,"Zona rural","Gérgal","04050",35.86
2019,"Zona rural","Huécija","04051",72.02
2019,"Ciudades","Huércal de Almería","04052",85.18
2019,"Zona de densidad intermedia","Huércal-Overa","04053",66.55
2019,"Zona rural","Íllar","04054",48.75
2019,"Zona rural","Instinción","04055",49.88
2019,"Zona rural","Laroya","04056",21.12
2019,"Zona rural","Láujar de Andarax","04057",47.43
2019,"Zona rural","Líjar","04058",46.61
2019,"Zona rural","Lubrín","04059",29.77
2019,"Zona rural","Lucainena de las Torres","04060",36.18
2019,"Zona rural","Lúcar","04061",45.6
2019,"Zona de densidad intermedia","Macael","04062",57.8
2019,"Zona rural","María","04063",35.61
2019,"Zona rural","Mojácar","04064",88.31
2019,"Zona rural","Nacimiento","04065",15.81
2019,"Zona de densidad intermedia","Níjar","04066",85.08
2019,"Zona rural","Ohanes","04067",44.21
2019,"Zona rural","Olula de Castro","04068",14.87
2019,"Zona de densidad intermedia","Olula del Río","04069",62.81
2019,"Zona rural","Oria","04070",37.26
2019,"Zona rural","Padules","04071",40.16
2019,"Zona rural","Partaloa","04072",67.75
2019,"Zona rural","Paterna del Río","04073",76.67
2019,"Zona de densidad intermedia","Pechina","04074",78.98
2019,"Zona de densidad intermedia","Pulpí","04075",81.23
2019,"Zona rural","Purchena","04076",50.18
2019,"Zona rural","Rágol","04077",27.6
2019,"Zona rural","Rioja","04078",46.55
2019,"Zona de densidad intermedia","Roquetas de Mar","04079",88.17
2019,"Zona rural","Santa Cruz de Marchena","04080",54.71
2019,"Zona rural","Santa Fe de Mondújar","04081",35.91
2019,"Zona rural","Senés","04082",37.66
2019,"Zona rural","Serón","04083",35.91
2019,"Zona rural","Sierro","04084",30.63
2019,"Zona rural","Somontín","04085",38.59
2019,"Zona rural","Sorbas","04086",49.86
2019,"Zona rural","Suflí","04087",38
2019,"Zona rural","Tabernas","04088",56.41
2019,"Zona rural","Taberno","04089",51.62
2019,"Zona rural","Tahal","04090",24.68
2019,"Zona rural","Terque","04091",73.12
2019,"Zona rural","Tíjola","04092",53.27
2019,"Zona rural","Turre","04093",78.76
2019,"Zona rural","Turrillas","04094",34.09
2019,"Zona rural","Uleila del Campo","04095",35.6
2019,"Zona rural","Urrácal","04096",44.55
2019,"Zona rural","Velefique","04097",15.73
2019,"Zona rural","Vélez-Blanco","04098",47.87
2019,"Zona de densidad intermedia","Vélez-Rubio","04099",52.61
2019,"Zona de densidad intermedia","Vera","04100",96.2
2019,"Ciudades","Viator","04101",74.71
2019,"Ciudades","Vícar","04102",88.11
2019,"Zona rural","Zurgena","04103",64.79
2019,"Zona rural","Tres Villas, Las","04901",24.24
2019,"Zona de densidad intermedia","Ejido, El","04902",85.23
2019,"Zona de densidad intermedia","Mojonera, La","04903",70.74
2019,"Zona rural","Balanegra","04904",82.65
2019,"Zona rural","Alcalá de los Gazules","11001",49.35
2019,"Zona rural","Alcalá del Valle","11002",56.25
2019,"Zona rural","Algar","11003",44.44
2019,"Ciudades","Algeciras","11004",58.49
2019,"Zona rural","Algodonales","11005",51.96
2019,"Zona de densidad intermedia","Arcos de la Frontera","11006",60.79
2019,"Zona de densidad intermedia","Barbate","11007",56.33
2019,"Zona de densidad intermedia","Barrios, Los","11008",83.7
2019,"Zona rural","Benaocaz","11009",78.81
2019,"Zona de densidad intermedia","Bornos","11010",55.38
2019,"Zona rural","Bosque, El","11011",66.71
2019,"Ciudades","Cádiz","11012",37.88
2019,"Zona rural","Castellar de la Frontera","11013",72.2
2019,"Zona de densidad intermedia","Conil de la Frontera","11014",77.4
2019,"Ciudades","Chiclana de la Frontera","11015",83.2
2019,"Zona de densidad intermedia","Chipiona","11016",66.08
2019,"Zona rural","Espera","11017",75.72
2019,"Zona rural","Gastor, El","11018",53.5
2019,"Zona rural","Grazalema","11019",61.5
2019,"Ciudades","Jerez de la Frontera","11020",58.03
2019,"Zona rural","Jimena de la Frontera","11021",50.64
2019,"Ciudades","Línea de la Concepción, La","11022",55.56
2019,"Zona de densidad intermedia","Medina Sidonia","11023",65.99
2019,"Zona de densidad intermedia","Olvera","11024",49.13
2019,"Zona de densidad intermedia","Paterna de Rivera","11025",71.21
2019,"Zona de densidad intermedia","Prado del Rey","11026",61.3
2019,"Ciudades","Puerto de Santa María, El","11027",67.44
2019,"Zona de densidad intermedia","Puerto Real","11028",71.63
2019,"Zona de densidad intermedia","Puerto Serrano","11029",68.22
2019,"Zona de densidad intermedia","Rota","11030",69.9
2019,"Ciudades","San Fernando","11031",59.04
2019,"Ciudades","Sanlúcar de Barrameda","11032",66.08
2019,"Zona de densidad intermedia","San Roque","11033",69.46
2019,"Zona rural","Setenil de las Bodegas","11034",37.44
2019,"Zona de densidad intermedia","Tarifa","11035",72.38
2019,"Zona rural","Torre Alháquime","11036",54.06
2019,"Zona de densidad intermedia","Trebujena","11037",59.61
2019,"Zona de densidad intermedia","Ubrique","11038",50.6
2019,"Zona de densidad intermedia","Vejer de la Frontera","11039",56.55
2019,"Zona rural","Villaluenga del Rosario","11040",57.51
2019,"Zona de densidad intermedia","Villamartín","11041",57.79
2019,"Zona rural","Zahara","11042",60.48
2019,"Zona de densidad intermedia","Benalup-Casas Viejas","11901",75.3
2019,"Zona rural","San José del Valle","11902",50.92
2019,"Zona rural","San Martín del Tesorillo","11903",48.63
2019,"Zona rural","Adamuz","14001",47.07
2019,"Zona de densidad intermedia","Aguilar de la Frontera","14002",57.77
2019,"Zona rural","Alcaracejos","14003",54.59
2019,"Zona rural","Almedinilla","14004",54.12
2019,"Zona de densidad intermedia","Almodóvar del Río","14005",59.3
2019,"Zona rural","Añora","14006",62.93
2019,"Zona de densidad intermedia","Baena","14007",61.01
2019,"Zona rural","Belalcázar","14008",21.14
2019,"Zona rural","Belmez","14009",23.57
2019,"Zona rural","Benamejí","14010",63.07
2019,"Zona rural","Blázquez, Los","14011",28.23
2019,"Zona de densidad intermedia","Bujalance","14012",42.23
2019,"Zona de densidad intermedia","Cabra","14013",60.02
2019,"Zona rural","Cañete de las Torres","14014",45.17
2019,"Zona rural","Carcabuey","14015",66.13
2019,"Zona rural","Cardeña","14016",49.24
2019,"Zona de densidad intermedia","Carlota, La","14017",74.93
2019,"Zona rural","Carpio, El","14018",42.98
2019,"Zona de densidad intermedia","Castro del Río","14019",60.11
2019,"Zona rural","Conquista","14020",54.84
2019,"Ciudades","Córdoba","14021",49.35
2019,"Zona rural","Doña Mencía","14022",59.78
2019,"Zona rural","Dos Torres","14023",55.73
2019,"Zona rural","Encinas Reales","14024",49.88
2019,"Zona rural","Espejo","14025",48.55
2019,"Zona rural","Espiel","14026",33.08
2019,"Zona de densidad intermedia","Fernán-Núñez","14027",60.6
2019,"Zona rural","Fuente la Lancha","14028",30.23
2019,"Zona rural","Fuente Obejuna","14029",41.4
2019,"Zona de densidad intermedia","Fuente Palmera","14030",70.1
2019,"Zona rural","Fuente-Tójar","14031",43.21
2019,"Zona rural","Granjuela, La","14032",38.58
2019,"Zona rural","Guadalcázar","14033",65.47
2019,"Zona rural","Guijo, El","14034",30.61
2019,"Zona de densidad intermedia","Hinojosa del Duque","14035",35.4
2019,"Zona rural","Hornachuelos","14036",50.1
2019,"Zona rural","Iznájar","14037",43.33
2019,"Zona de densidad intermedia","Lucena","14038",75.33
2019,"Zona rural","Luque","14039",59.94
2019,"Zona de densidad intermedia","Montalbán de Córdoba","14040",61.9
2019,"Zona rural","Montemayor","14041",62.48
2019,"Zona de densidad intermedia","Montilla","14042",58.97
2019,"Zona de densidad intermedia","Montoro","14043",44.71
2019,"Zona rural","Monturque","14044",72.36
2019,"Zona rural","Moriles","14045",58.35
2019,"Zona de densidad intermedia","Nueva Carteya","14046",60.94
2019,"Zona rural","Obejo","14047",44.23
2019,"Zona rural","Palenciana","14048",74.12
2019,"Zona de densidad intermedia","Palma del Río","14049",58.31
2019,"Zona rural","Pedro Abad","14050",49.84
2019,"Zona rural","Pedroche","14051",37.79
2019,"Zona de densidad intermedia","Peñarroya-Pueblonuevo","14052",22.08
2019,"Zona de densidad intermedia","Posadas","14053",56.3
2019,"Zona de densidad intermedia","Pozoblanco","14054",60.53
2019,"Zona de densidad intermedia","Priego de Córdoba","14055",60.52
2019,"Zona de densidad intermedia","Puente Genil","14056",58.6
2019,"Zona de densidad intermedia","Rambla, La","14057",63.59
2019,"Zona de densidad intermedia","Rute","14058",55.19
2019,"Zona rural","San Sebastián de los Ballesteros","14059",64.03
2019,"Zona rural","Santaella","14060",62.51
2019,"Zona rural","Santa Eufemia","14061",48.62
2019,"Zona rural","Torrecampo","14062",29.98
2019,"Zona rural","Valenzuela","14063",49.47
2019,"Zona rural","Valsequillo","14064",8.78
2019,"Zona rural","Victoria, La","14065",68.03
2019,"Zona de densidad intermedia","Villa del Río","14066",51.61
2019,"Zona rural","Villafranca de Córdoba","14067",70.4
2019,"Zona rural","Villaharta","14068",51.76
2019,"Zona de densidad intermedia","Villanueva de Córdoba","14069",33
2019,"Zona rural","Villanueva del Duque","14070",59.92
2019,"Zona rural","Villanueva del Rey","14071",38.34
2019,"Zona rural","Villaralto","14072",30.19
2019,"Zona rural","Villaviciosa de Córdoba","14073",61.41
2019,"Zona rural","Viso, El","14074",61.19
2019,"Zona rural","Zuheros","14075",81.2
2019,"Zona rural","Fuente Carreteros","14901",48.73
2019,"Zona rural","Guijarrosa, La","14902",66.56
2019,"Zona rural","Agrón","18001",25.91
2019,"Zona rural","Alamedilla","18002",29.9
2019,"Zona de densidad intermedia","Albolote","18003",79.17
2019,"Zona rural","Albondón","18004",36.61
2019,"Zona rural","Albuñán","18005",48.29
2019,"Zona rural","Albuñol","18006",54.88
2019,"Zona rural","Albuñuelas","18007",37.57
2019,"Zona rural","Aldeire","18010",40.81
2019,"Zona de densidad intermedia","Alfacar","18011",66.38
2019,"Zona rural","Algarinejo","18012",32.63
2019,"Zona rural","Alhama de Granada","18013",50.57
2019,"Zona de densidad intermedia","Alhendín","18014",83.61
2019,"Zona rural","Alicún de Ortega","18015",36.25
2019,"Zona rural","Almegíjar","18016",13.46
2019,"Zona de densidad intermedia","Almuñécar","18017",63.63
2019,"Zona rural","Alquife","18018",27.13
2019,"Zona rural","Arenas del Rey","18020",42.92
2019,"Ciudades","Armilla","18021",84.38
2019,"Zona de densidad intermedia","Atarfe","18022",75.91
2019,"Zona de densidad intermedia","Baza","18023",58.77
2019,"Zona rural","Beas de Granada","18024",54.86
2019,"Zona rural","Beas de Guadix","18025",34.55
2019,"Zona rural","Benalúa","18027",45.98
2019,"Zona rural","Benalúa de las Villas","18028",49.2
2019,"Zona rural","Benamaurel","18029",43.97
2019,"Zona rural","Bérchules","18030",26.12
2019,"Zona rural","Bubión","18032",48.07
2019,"Zona rural","Busquístar","18033",32.15
2019,"Zona rural","Cacín","18034",30.91
2019,"Zona rural","Cádiar","18035",28.25
2019,"Ciudades","Cájar","18036",84.51
2019,"Zona rural","Calicasas","18037",66.33
2019,"Zona rural","Campotéjar","18038",53.42
2019,"Zona rural","Caniles","18039",40.93
2019,"Zona rural","Cáñar","18040",34.94
2019,"Zona rural","Capileira","18042",37.98
2019,"Zona rural","Carataunas","18043",48.74
2019,"Zona rural","Cástaras","18044",21.64
2019,"Zona rural","Castilléjar","18045",38.2
2019,"Zona rural","Castril","18046",41.36
2019,"Zona de densidad intermedia","Cenes de la Vega","18047",93.12
2019,"Zona rural","Cijuela","18048",84.72
2019,"Zona rural","Cogollos de Guadix","18049",56.61
2019,"Zona de densidad intermedia","Cogollos de la Vega","18050",65.3
2019,"Zona rural","Colomera","18051",32.25
2019,"Zona rural","Cortes de Baza","18053",38.52
2019,"Zona rural","Cortes y Graena","18054",29.66
2019,"Zona rural","Cúllar","18056",40.33
2019,"Zona de densidad intermedia","Cúllar Vega","18057",90.24
2019,"Zona de densidad intermedia","Chauchina","18059",63.25
2019,"Zona rural","Chimeneas","18061",36.84
2019,"Ciudades","Churriana de la Vega","18062",87.6
2019,"Zona rural","Darro","18063",32.49
2019,"Zona rural","Dehesas de Guadix","18064",43.22
2019,"Zona rural","Dehesas Viejas","18065",34.36
2019,"Zona rural","Deifontes","18066",56.48
2019,"Zona rural","Diezma","18067",49.45
2019,"Zona rural","Dílar","18068",54.21
2019,"Zona rural","Dólar","18069",36.84
2019,"Zona rural","Dúdar","18070",61.97
2019,"Zona de densidad intermedia","Dúrcal","18071",66.98
2019,"Zona rural","Escúzar","18072",46.15
2019,"Zona rural","Ferreira","18074",18.38
2019,"Zona rural","Fonelas","18076",39.16
2019,"Zona rural","Fornes","18077",54.96
2019,"Zona rural","Freila","18078",51.93
2019,"Zona de densidad intermedia","Fuente Vaqueros","18079",55.77
2019,"Zona rural","Galera","18082",33.08
2019,"Zona rural","Gobernador","18083",22.28
2019,"Ciudades","Gójar","18084",83.43
2019,"Zona rural","Gor","18085",31.58
2019,"Zona rural","Gorafe","18086",28.5
2019,"Ciudades","Granada","18087",43.83
2019,"Zona rural","Guadahortuna","18088",50.43
2019,"Zona de densidad intermedia","Guadix","18089",45.37
2019,"Zona rural","Gualchos","18093",77.46
2019,"Zona rural","Güéjar Sierra","18094",68.13
2019,"Zona rural","Güevéjar","18095",81.82
2019,"Zona rural","Huélago","18096",16.11
2019,"Zona rural","Huéneja","18097",38.26
2019,"Zona de densidad intermedia","Huéscar","18098",42.78
2019,"Zona rural","Huétor de Santillán","18099",56.3
2019,"Zona de densidad intermedia","Huétor Tájar","18100",67.58
2019,"Ciudades","Huétor Vega","18101",79.82
2019,"Zona rural","Íllora","18102",42.21
2019,"Zona rural","Ítrabo","18103",56.3
2019,"Zona de densidad intermedia","Iznalloz","18105",53.65
2019,"Zona rural","Játar","18106",48.88
2019,"Zona rural","Jayena","18107",45.22
2019,"Zona rural","Jérez del Marquesado","18108",46.43
2019,"Zona rural","Jete","18109",59.2
2019,"Zona rural","Jun","18111",83.43
2019,"Zona rural","Juviles","18112",36.36
2019,"Zona rural","Calahorra, La","18114",36.82
2019,"Zona rural","Láchar","18115",74.76
2019,"Zona rural","Lanjarón","18116",47.76
2019,"Zona rural","Lanteira","18117",40.9
2019,"Zona rural","Lecrín","18119",40.83
2019,"Zona rural","Lentegí","18120",58.08
2019,"Zona rural","Lobras","18121",27
2019,"Zona de densidad intermedia","Loja","18122",60.09
2019,"Zona rural","Lugros","18123",37.67
2019,"Zona rural","Lújar","18124",56.32
2019,"Zona rural","Malahá, La","18126",63.28
2019,"Ciudades","Maracena","18127",75.69
2019,"Zona rural","Marchal","18128",38.72
2019,"Zona rural","Moclín","18132",42.7
2019,"Zona rural","Molvízar","18133",56.51
2019,"Ciudades","Monachil","18134",73.68
2019,"Zona rural","Montefrío","18135",35.67
2019,"Zona rural","Montejícar","18136",35.57
2019,"Zona rural","Montillana","18137",43.43
2019,"Zona rural","Moraleda de Zafayona","18138",69.04
2019,"Zona de densidad intermedia","Motril","18140",60.05
2019,"Zona rural","Murtas","18141",27.75
2019,"Zona rural","Nigüelas","18143",46.52
2019,"Zona de densidad intermedia","Nívar","18144",79.05
2019,"Ciudades","Ogíjares","18145",98.88
2019,"Zona rural","Orce","18146",36.39
2019,"Zona rural","Órgiva","18147",46.31
2019,"Zona rural","Otívar","18148",39.7
2019,"Zona de densidad intermedia","Villa de Otura","18149",86.59
2019,"Zona de densidad intermedia","Padul","18150",71.75
2019,"Zona rural","Pampaneira","18151",17.7
2019,"Zona rural","Pedro Martínez","18152",19.45
2019,"Zona de densidad intermedia","Peligros","18153",76.1
2019,"Zona rural","Peza, La","18154",35.68
2019,"Zona rural","Pinos Genil","18157",75.26
2019,"Zona de densidad intermedia","Pinos Puente","18158",40.05
2019,"Zona rural","Píñar","18159",39.31
2019,"Zona rural","Polícar","18161",36.36
2019,"Zona rural","Polopos","18162",66.89
2019,"Zona rural","Pórtugos","18163",23.92
2019,"Zona rural","Puebla de Don Fadrique","18164",43.76
2019,"Ciudades","Pulianas","18165",83.73
2019,"Zona rural","Purullena","18167",53.46
2019,"Zona rural","Quéntar","18168",37.16
2019,"Zona rural","Rubite","18170",46.18
2019,"Zona rural","Salar","18171",46.08
2019,"Zona de densidad intermedia","Salobreña","18173",73.84
2019,"Zona rural","Santa Cruz del Comercio","18174",40.49
2019,"Zona de densidad intermedia","Santa Fe","18175",65.06
2019,"Zona rural","Soportújar","18176",56.49
2019,"Zona rural","Sorvilán","18177",37.19
2019,"Zona rural","Torre-Cardela","18178",29.03
2019,"Zona rural","Torvizcón","18179",23.11
2019,"Zona rural","Trevélez","18180",31.69
2019,"Zona rural","Turón","18181",23.02
2019,"Zona rural","Ugíjar","18182",42.27
2019,"Zona rural","Válor","18183",36.48
2019,"Zona rural","Vélez de Benaudalla","18184",64.16
2019,"Zona rural","Ventas de Huelma","18185",44.86
2019,"Zona rural","Villanueva de las Torres","18187",38.21
2019,"Zona rural","Villanueva Mesía","18188",57.13
2019,"Zona de densidad intermedia","Víznar","18189",57.12
2019,"Zona rural","Zafarraya","18192",50
2019,"Ciudades","Zubia, La","18193",83.2
2019,"Zona rural","Zújar","18194",52.87
2019,"Zona rural","Taha, La","18901",24.33
2019,"Zona rural","Valle, El","18902",31.96
2019,"Zona rural","Nevada","18903",35.06
2019,"Zona rural","Alpujarra de la Sierra","18904",39.33
2019,"Ciudades","Gabias, Las","18905",89.15
2019,"Zona rural","Guájares, Los","18906",37.28
2019,"Zona rural","Valle del Zalabí","18907",45.81
2019,"Zona de densidad intermedia","Villamena","18908",48
2019,"Zona rural","Morelábor","18909",29.21
2019,"Zona rural","Pinar, El","18910",36.76
2019,"Zona de densidad intermedia","Vegas del Genil","18911",95.52
2019,"Zona rural","Cuevas del Campo","18912",44.02
2019,"Zona rural","Zagra","18913",45.54
2019,"Zona rural","Valderrubio","18914",49.77
2019,"Zona rural","Domingo Pérez de Granada","18915",37.74
2019,"Zona rural","Torrenueva Costa","18916",47.03
2019,"Zona rural","Alájar","21001",23.52
2019,"Zona de densidad intermedia","Aljaraque","21002",84.82
2019,"Zona rural","Almendro, El","21003",50.73
2019,"Zona rural","Almonaster la Real","21004",23.21
